Material	Upstream Material	Zone	Year	Intensity [upstream/unit]
Electricity (Industrial) [kWh]	PM10 [tonne]	WECC-CA	2035	2.42E-008
Electricity (Industrial) [kWh]	PM2.5 [tonne]	WECC-CA	2035	9.12E-009
Electricity (Industrial) [kWh]	SOx [tonne]	WECC-CA	2035	3.20E-008
Electricity (Industrial) [kWh]	CH4 [tonne]	WECC-CA	2035	3.27E-007
Electricity (Industrial) [kWh]	N2O [tonne]	WECC-CA	2035	1.81E-009
Electricity (Industrial) [kWh]	BC [tonne]	WECC-CA	2035	1.36E-009
Electricity (Industrial) [kWh]	POC [tonne]	WECC-CA	2035	3.47E-009
Electricity (Industrial) [kWh]	GHG-100 [tonne]	WECC-CA	2035	0.0001353
Electricity (Industrial) [kWh]	Water Total [gal]	WECC-CA	2035	-1.0727186
Electricity (Industrial) [kWh]	Fossil Fuel [MJ]	WECC-CA	2035	-1.9501252
Electricity (Industrial) [kWh]	Petroleum Fuel [MJ]	WECC-CA	2035	-0.0122935
Electricity (Industrial) [kWh]	Natural Gas Fuel [MJ]	WECC-CA	2035	-1.9289904
Electricity (Industrial) [kWh]	Coal Fuel [MJ]	WECC-CA	2035	-0.0088683
Electricity (Industrial) [kWh]	Non Fossil Fuel [MJ]	WECC-CA	2035	-3.0281873
Electricity (Industrial) [kWh]	Nuclear [MJ]	WECC-CA	2035	-0.000504
Electricity (Industrial) [kWh]	Renewable [MJ]	WECC-CA	2035	-3.0276969
Electricity (Industrial) [kWh]	Biomass [MJ]	WECC-CA	2035	-0.2201453
Electricity (Industrial) [kWh]	CO2 Total [tonne]	WECC-CA	2045	0.00010857
Electricity (Industrial) [kWh]	CO2 [tonne]	WECC-CA	2045	0.00014442
Electricity (Industrial) [kWh]	CO2_Biogenic [tonne]	WECC-CA	2045	-1.99E-005
Electricity (Industrial) [kWh]	VOC [tonne]	WECC-CA	2045	1.95E-008
Electricity (Industrial) [kWh]	CO [tonne]	WECC-CA	2045	1.40E-007
Electricity (Industrial) [kWh]	NOx [tonne]	WECC-CA	2045	1.02E-007
Electricity (Industrial) [kWh]	PM10 [tonne]	WECC-CA	2045	2.35E-008
Electricity (Industrial) [kWh]	PM2.5 [tonne]	WECC-CA	2045	8.90E-009
Electricity (Industrial) [kWh]	SOx [tonne]	WECC-CA	2045	3.12E-008
Electricity (Industrial) [kWh]	CH4 [tonne]	WECC-CA	2045	3.22E-007
Electricity (Industrial) [kWh]	N2O [tonne]	WECC-CA	2045	1.78E-009
Electricity (Industrial) [kWh]	BC [tonne]	WECC-CA	2045	1.33E-009
Electricity (Industrial) [kWh]	POC [tonne]	WECC-CA	2045	3.39E-009
Electricity (Industrial) [kWh]	GHG-100 [tonne]	WECC-CA	2045	0.00013554
Electricity (Industrial) [kWh]	Water Total [gal]	WECC-CA	2045	-1.0765828
Electricity (Industrial) [kWh]	Fossil Fuel [MJ]	WECC-CA	2045	-1.9186283
Electricity (Industrial) [kWh]	Petroleum Fuel [MJ]	WECC-CA	2045	-0.0120195
Electricity (Industrial) [kWh]	Natural Gas Fuel [MJ]	WECC-CA	2045	-1.8990783
Electricity (Industrial) [kWh]	Coal Fuel [MJ]	WECC-CA	2045	-0.0075929
Electricity (Industrial) [kWh]	Non Fossil Fuel [MJ]	WECC-CA	2045	-3.0387362
Electricity (Industrial) [kWh]	Nuclear [MJ]	WECC-CA	2045	-0.0004233
Electricity (Industrial) [kWh]	Renewable [MJ]	WECC-CA	2045	-3.0383242
Electricity (Industrial) [kWh]	Biomass [MJ]	WECC-CA	2045	-0.2141613
Electricity (Industrial) [kWh]	CO2 Total [tonne]	WECC-CA	2050	0.0001072
Electricity (Industrial) [kWh]	CO2 [tonne]	WECC-CA	2050	0.00014385
Electricity (Industrial) [kWh]	CO2_Biogenic [tonne]	WECC-CA	2050	-1.95E-005
Electricity (Industrial) [kWh]	VOC [tonne]	WECC-CA	2050	1.93E-008
Electricity (Industrial) [kWh]	CO [tonne]	WECC-CA	2050	1.38E-007
Electricity (Industrial) [kWh]	NOx [tonne]	WECC-CA	2050	1.01E-007
Electricity (Industrial) [kWh]	PM10 [tonne]	WECC-CA	2050	2.31E-008
Electricity (Industrial) [kWh]	PM2.5 [tonne]	WECC-CA	2050	8.74E-009
Electricity (Industrial) [kWh]	SOx [tonne]	WECC-CA	2050	3.08E-008
Electricity (Industrial) [kWh]	CH4 [tonne]	WECC-CA	2050	3.18E-007
Electricity (Industrial) [kWh]	N2O [tonne]	WECC-CA	2050	1.75E-009
Electricity (Industrial) [kWh]	BC [tonne]	WECC-CA	2050	1.31E-009
Electricity (Industrial) [kWh]	POC [tonne]	WECC-CA	2050	3.33E-009
Electricity (Industrial) [kWh]	GHG-100 [tonne]	WECC-CA	2050	0.00013524
Electricity (Industrial) [kWh]	Water Total [gal]	WECC-CA	2050	-1.0793448
Electricity (Industrial) [kWh]	Fossil Fuel [MJ]	WECC-CA	2050	-1.8942675
Electricity (Industrial) [kWh]	Petroleum Fuel [MJ]	WECC-CA	2050	-0.011824
Electricity (Industrial) [kWh]	Natural Gas Fuel [MJ]	WECC-CA	2050	-1.8749319
Electricity (Industrial) [kWh]	Coal Fuel [MJ]	WECC-CA	2050	-0.0074804
Electricity (Industrial) [kWh]	Non Fossil Fuel [MJ]	WECC-CA	2050	-3.047696
Electricity (Industrial) [kWh]	Nuclear [MJ]	WECC-CA	2050	-0.0003729
Electricity (Industrial) [kWh]	Renewable [MJ]	WECC-CA	2050	-3.0473329
Electricity (Industrial) [kWh]	Biomass [MJ]	WECC-CA	2050	-0.2096751
Electricity (Commercial) [kWh]	CO2 Total [tonne]	TRE	2015	0.00052648
Electricity (Commercial) [kWh]	CO2 [tonne]	TRE	2015	0.00052697
Electricity (Commercial) [kWh]	CO2_Biogenic [tonne]	TRE	2015	-5.06E-007
Electricity (Commercial) [kWh]	VOC [tonne]	TRE	2015	6.33E-008
Electricity (Commercial) [kWh]	CO [tonne]	TRE	2015	2.03E-007
Electricity (Commercial) [kWh]	NOx [tonne]	TRE	2015	3.70E-007
Electricity (Commercial) [kWh]	PM10 [tonne]	TRE	2015	5.07E-008
Electricity (Commercial) [kWh]	PM2.5 [tonne]	TRE	2015	2.47E-008
Electricity (Commercial) [kWh]	SOx [tonne]	TRE	2015	7.87E-007
Electricity (Commercial) [kWh]	CH4 [tonne]	TRE	2015	1.13E-006
Electricity (Commercial) [kWh]	N2O [tonne]	TRE	2015	8.00E-009
Electricity (Commercial) [kWh]	BC [tonne]	TRE	2015	2.19E-009
Electricity (Commercial) [kWh]	POC [tonne]	TRE	2015	5.23E-009
Electricity (Commercial) [kWh]	GHG-100 [tonne]	TRE	2015	0.00056831
Electricity (Commercial) [kWh]	Water Total [gal]	TRE	2015	-0.3103214
Electricity (Commercial) [kWh]	Fossil Fuel [MJ]	TRE	2015	-7.2190517
Electricity (Commercial) [kWh]	Petroleum Fuel [MJ]	TRE	2015	-0.0677098
Electricity (Commercial) [kWh]	Natural Gas Fuel [MJ]	TRE	2015	-4.1568761
Electricity (Commercial) [kWh]	Coal Fuel [MJ]	TRE	2015	-3.05185
Electricity (Commercial) [kWh]	Non Fossil Fuel [MJ]	TRE	2015	-0.8561662
Electricity (Commercial) [kWh]	Nuclear [MJ]	TRE	2015	-0.4402502
Electricity (Commercial) [kWh]	Renewable [MJ]	TRE	2015	-0.4158775
Electricity (Commercial) [kWh]	Biomass [MJ]	TRE	2015	-0.0054358
Electricity (Commercial) [kWh]	CO2 Total [tonne]	TRE	2020	0.00046306
Electricity (Commercial) [kWh]	CO2 [tonne]	TRE	2020	0.00046334
Electricity (Commercial) [kWh]	CO2_Biogenic [tonne]	TRE	2020	-2.89E-007
Electricity (Commercial) [kWh]	VOC [tonne]	TRE	2020	5.32E-008
Electricity (Commercial) [kWh]	CO [tonne]	TRE	2020	1.68E-007
Electricity (Commercial) [kWh]	NOx [tonne]	TRE	2020	2.40E-007
Electricity (Commercial) [kWh]	PM10 [tonne]	TRE	2020	3.17E-008
Electricity (Commercial) [kWh]	PM2.5 [tonne]	TRE	2020	1.19E-008
Electricity (Commercial) [kWh]	SOx [tonne]	TRE	2020	4.77E-007
Electricity (Commercial) [kWh]	CH4 [tonne]	TRE	2020	9.99E-007
Electricity (Commercial) [kWh]	N2O [tonne]	TRE	2020	7.00E-009
Electricity (Commercial) [kWh]	BC [tonne]	TRE	2020	1.23E-009
Electricity (Commercial) [kWh]	POC [tonne]	TRE	2020	3.57E-009
Electricity (Commercial) [kWh]	GHG-100 [tonne]	TRE	2020	0.00049799
Electricity (Commercial) [kWh]	Water Total [gal]	TRE	2020	-0.2795612
Electricity (Commercial) [kWh]	Fossil Fuel [MJ]	TRE	2020	-6.4120549
Electricity (Commercial) [kWh]	Petroleum Fuel [MJ]	TRE	2020	-0.0672609
Electricity (Commercial) [kWh]	Natural Gas Fuel [MJ]	TRE	2020	-3.7166524
Electricity (Commercial) [kWh]	Coal Fuel [MJ]	TRE	2020	-2.6284457
Electricity (Commercial) [kWh]	Non Fossil Fuel [MJ]	TRE	2020	-0.9694675
Electricity (Commercial) [kWh]	Nuclear [MJ]	TRE	2020	-0.4210651
Electricity (Commercial) [kWh]	Renewable [MJ]	TRE	2020	-0.5483758
Electricity (Commercial) [kWh]	Biomass [MJ]	TRE	2020	-0.0031173
Electricity (Commercial) [kWh]	CO2 Total [tonne]	TRE	2025	0.00042925
Electricity (Commercial) [kWh]	CO2 [tonne]	TRE	2025	0.00042967
Electricity (Commercial) [kWh]	CO2_Biogenic [tonne]	TRE	2025	-4.30E-007
Electricity (Commercial) [kWh]	VOC [tonne]	TRE	2025	4.98E-008
Electricity (Commercial) [kWh]	CO [tonne]	TRE	2025	1.61E-007
Electricity (Commercial) [kWh]	NOx [tonne]	TRE	2025	2.22E-007
Electricity (Commercial) [kWh]	PM10 [tonne]	TRE	2025	2.88E-008
Electricity (Commercial) [kWh]	PM2.5 [tonne]	TRE	2025	1.10E-008
Electricity (Commercial) [kWh]	SOx [tonne]	TRE	2025	4.30E-007
Electricity (Commercial) [kWh]	CH4 [tonne]	TRE	2025	9.37E-007
Electricity (Commercial) [kWh]	N2O [tonne]	TRE	2025	6.46E-009
Electricity (Commercial) [kWh]	BC [tonne]	TRE	2025	1.16E-009
Electricity (Commercial) [kWh]	POC [tonne]	TRE	2025	3.30E-009
Electricity (Commercial) [kWh]	GHG-100 [tonne]	TRE	2025	0.00046198
Electricity (Commercial) [kWh]	Water Total [gal]	TRE	2025	-0.2634073
Electricity (Commercial) [kWh]	Fossil Fuel [MJ]	TRE	2025	-5.9985745
Electricity (Commercial) [kWh]	Petroleum Fuel [MJ]	TRE	2025	-0.0603986
Electricity (Commercial) [kWh]	Natural Gas Fuel [MJ]	TRE	2025	-3.5837092
Electricity (Commercial) [kWh]	Coal Fuel [MJ]	TRE	2025	-2.3542853
Electricity (Commercial) [kWh]	Non Fossil Fuel [MJ]	TRE	2025	-1.1426156
Electricity (Commercial) [kWh]	Nuclear [MJ]	TRE	2025	-0.4220607
Electricity (Commercial) [kWh]	Renewable [MJ]	TRE	2025	-0.7206155
Electricity (Commercial) [kWh]	Biomass [MJ]	TRE	2025	-0.0046325
Electricity (Commercial) [kWh]	CO2 Total [tonne]	TRE	2030	0.00040243
Electricity (Commercial) [kWh]	CO2 [tonne]	TRE	2030	0.00040299
Electricity (Commercial) [kWh]	CO2_Biogenic [tonne]	TRE	2030	-5.73E-007
Electricity (Commercial) [kWh]	VOC [tonne]	TRE	2030	5.03E-008
Electricity (Commercial) [kWh]	CO [tonne]	TRE	2030	1.79E-007
Electricity (Commercial) [kWh]	NOx [tonne]	TRE	2030	2.31E-007
Electricity (Commercial) [kWh]	PM10 [tonne]	TRE	2030	2.41E-008
Electricity (Commercial) [kWh]	PM2.5 [tonne]	TRE	2030	1.04E-008
Electricity (Commercial) [kWh]	SOx [tonne]	TRE	2030	3.41E-007
Electricity (Commercial) [kWh]	CH4 [tonne]	TRE	2030	9.41E-007
Electricity (Commercial) [kWh]	N2O [tonne]	TRE	2030	6.00E-009
Electricity (Commercial) [kWh]	BC [tonne]	TRE	2030	1.24E-009
Electricity (Commercial) [kWh]	POC [tonne]	TRE	2030	3.45E-009
Electricity (Commercial) [kWh]	GHG-100 [tonne]	TRE	2030	0.00043497
Electricity (Commercial) [kWh]	Water Total [gal]	TRE	2030	-0.2474127
Electricity (Commercial) [kWh]	Fossil Fuel [MJ]	TRE	2030	-5.91362
Electricity (Commercial) [kWh]	Petroleum Fuel [MJ]	TRE	2030	-0.0511764
Electricity (Commercial) [kWh]	Natural Gas Fuel [MJ]	TRE	2030	-4.0819778
Electricity (Commercial) [kWh]	Coal Fuel [MJ]	TRE	2030	-1.7808
Electricity (Commercial) [kWh]	Non Fossil Fuel [MJ]	TRE	2030	-1.1059318
Electricity (Commercial) [kWh]	Nuclear [MJ]	TRE	2030	-0.4072733
Electricity (Commercial) [kWh]	Renewable [MJ]	TRE	2030	-0.6986548
Electricity (Commercial) [kWh]	Biomass [MJ]	TRE	2030	-0.0061763
Electricity (Commercial) [kWh]	CO2 Total [tonne]	TRE	2035	0.00039535
Electricity (Commercial) [kWh]	CO2 [tonne]	TRE	2035	0.00039591
Electricity (Commercial) [kWh]	CO2_Biogenic [tonne]	TRE	2035	-5.73E-007
Electricity (Commercial) [kWh]	VOC [tonne]	TRE	2035	5.10E-008
Electricity (Commercial) [kWh]	CO [tonne]	TRE	2035	1.88E-007
Electricity (Commercial) [kWh]	NOx [tonne]	TRE	2035	2.36E-007
Electricity (Commercial) [kWh]	PM10 [tonne]	TRE	2035	2.23E-008
Electricity (Commercial) [kWh]	PM2.5 [tonne]	TRE	2035	1.02E-008
Electricity (Commercial) [kWh]	SOx [tonne]	TRE	2035	3.07E-007
Electricity (Commercial) [kWh]	CH4 [tonne]	TRE	2035	9.52E-007
Electricity (Commercial) [kWh]	N2O [tonne]	TRE	2035	5.85E-009
Electricity (Commercial) [kWh]	BC [tonne]	TRE	2035	1.28E-009
Electricity (Commercial) [kWh]	POC [tonne]	TRE	2035	3.53E-009
Electricity (Commercial) [kWh]	GHG-100 [tonne]	TRE	2035	0.00042815
Electricity (Commercial) [kWh]	Water Total [gal]	TRE	2035	-0.2414041
Electricity (Commercial) [kWh]	Fossil Fuel [MJ]	TRE	2035	-5.9407807
Electricity (Commercial) [kWh]	Petroleum Fuel [MJ]	TRE	2035	-0.0475069
Electricity (Commercial) [kWh]	Natural Gas Fuel [MJ]	TRE	2035	-4.3361822
Electricity (Commercial) [kWh]	Coal Fuel [MJ]	TRE	2035	-1.5571381
Electricity (Commercial) [kWh]	Non Fossil Fuel [MJ]	TRE	2035	-1.0609592
Electricity (Commercial) [kWh]	Nuclear [MJ]	TRE	2035	-0.3896337
Electricity (Commercial) [kWh]	Renewable [MJ]	TRE	2035	-0.6713498
Electricity (Commercial) [kWh]	Biomass [MJ]	TRE	2035	-0.0061695
Electricity (Commercial) [kWh]	CO2 Total [tonne]	TRE	2045	0.00037876
Electricity (Commercial) [kWh]	CO2 [tonne]	TRE	2045	0.00037946
Electricity (Commercial) [kWh]	CO2_Biogenic [tonne]	TRE	2045	-7.13E-007
Electricity (Commercial) [kWh]	VOC [tonne]	TRE	2045	5.25E-008
Electricity (Commercial) [kWh]	CO [tonne]	TRE	2045	2.07E-007
Electricity (Commercial) [kWh]	NOx [tonne]	TRE	2045	2.49E-007
Electricity (Commercial) [kWh]	PM10 [tonne]	TRE	2045	1.87E-008
Electricity (Commercial) [kWh]	PM2.5 [tonne]	TRE	2045	0.00000001
Electricity (Commercial) [kWh]	SOx [tonne]	TRE	2045	2.34E-007
Electricity (Commercial) [kWh]	CH4 [tonne]	TRE	2045	9.71E-007
Electricity (Commercial) [kWh]	N2O [tonne]	TRE	2045	5.54E-009
Electricity (Commercial) [kWh]	BC [tonne]	TRE	2045	1.38E-009
Electricity (Commercial) [kWh]	POC [tonne]	TRE	2045	3.83E-009
Electricity (Commercial) [kWh]	GHG-100 [tonne]	TRE	2045	0.00041197
Electricity (Commercial) [kWh]	Water Total [gal]	TRE	2045	-0.2272233
Electricity (Commercial) [kWh]	Fossil Fuel [MJ]	TRE	2045	-5.9712527
Electricity (Commercial) [kWh]	Petroleum Fuel [MJ]	TRE	2045	-0.0397946
Electricity (Commercial) [kWh]	Natural Gas Fuel [MJ]	TRE	2045	-4.8500466
Electricity (Commercial) [kWh]	Coal Fuel [MJ]	TRE	2045	-1.0815744
Electricity (Commercial) [kWh]	Non Fossil Fuel [MJ]	TRE	2045	-0.9798157
Electricity (Commercial) [kWh]	Nuclear [MJ]	TRE	2045	-0.353008
Electricity (Commercial) [kWh]	Renewable [MJ]	TRE	2045	-0.6268217
Electricity (Commercial) [kWh]	Biomass [MJ]	TRE	2045	-0.0076861
Electricity (Commercial) [kWh]	CO2 Total [tonne]	TRE	2050	0.00037584
Electricity (Commercial) [kWh]	CO2 [tonne]	TRE	2050	0.00037681
Electricity (Commercial) [kWh]	CO2_Biogenic [tonne]	TRE	2050	-9.93E-007
Electricity (Commercial) [kWh]	VOC [tonne]	TRE	2050	5.36E-008
Electricity (Commercial) [kWh]	CO [tonne]	TRE	2050	2.18E-007
Electricity (Commercial) [kWh]	NOx [tonne]	TRE	2050	2.58E-007
Electricity (Commercial) [kWh]	PM10 [tonne]	TRE	2050	1.76E-008
Electricity (Commercial) [kWh]	PM2.5 [tonne]	TRE	2050	1.01E-008
Electricity (Commercial) [kWh]	SOx [tonne]	TRE	2050	2.05E-007
Electricity (Commercial) [kWh]	CH4 [tonne]	TRE	2050	0.00000099
Electricity (Commercial) [kWh]	N2O [tonne]	TRE	2050	5.47E-009
Electricity (Commercial) [kWh]	BC [tonne]	TRE	2050	1.45E-009
Electricity (Commercial) [kWh]	POC [tonne]	TRE	2050	4.00E-009
Electricity (Commercial) [kWh]	GHG-100 [tonne]	TRE	2050	0.00040958
Electricity (Commercial) [kWh]	Water Total [gal]	TRE	2050	-0.2188972
Electricity (Commercial) [kWh]	Fossil Fuel [MJ]	TRE	2050	-6.0494683
Electricity (Commercial) [kWh]	Petroleum Fuel [MJ]	TRE	2050	-0.0377531
Electricity (Commercial) [kWh]	Natural Gas Fuel [MJ]	TRE	2050	-5.1211699
Electricity (Commercial) [kWh]	Coal Fuel [MJ]	TRE	2050	-0.890521
Electricity (Commercial) [kWh]	Non Fossil Fuel [MJ]	TRE	2050	-0.9155787
Electricity (Commercial) [kWh]	Nuclear [MJ]	TRE	2050	-0.3015824
Electricity (Commercial) [kWh]	Renewable [MJ]	TRE	2050	-0.6140451
Electricity (Commercial) [kWh]	Biomass [MJ]	TRE	2050	-0.010701
Electricity (Industrial) [kWh]	CO2 Total [tonne]	TRE	2015	0.00052648
Electricity (Industrial) [kWh]	CO2 [tonne]	TRE	2015	0.00052697
Electricity (Industrial) [kWh]	CO2_Biogenic [tonne]	TRE	2015	-5.06E-007
Electricity (Industrial) [kWh]	VOC [tonne]	TRE	2015	6.33E-008
Electricity (Industrial) [kWh]	CO [tonne]	TRE	2015	2.03E-007
Electricity (Industrial) [kWh]	NOx [tonne]	TRE	2015	3.70E-007
Electricity (Industrial) [kWh]	PM10 [tonne]	TRE	2015	5.07E-008
Electricity (Industrial) [kWh]	PM2.5 [tonne]	TRE	2015	2.47E-008
Electricity (Industrial) [kWh]	SOx [tonne]	TRE	2015	7.87E-007
Electricity (Industrial) [kWh]	CH4 [tonne]	TRE	2015	1.13E-006
Electricity (Industrial) [kWh]	N2O [tonne]	TRE	2015	8.00E-009
Electricity (Industrial) [kWh]	BC [tonne]	TRE	2015	2.19E-009
Electricity (Industrial) [kWh]	POC [tonne]	TRE	2015	5.23E-009
Electricity (Industrial) [kWh]	GHG-100 [tonne]	TRE	2015	0.00056831
Electricity (Industrial) [kWh]	Water Total [gal]	TRE	2015	-0.3103214
Electricity (Industrial) [kWh]	Fossil Fuel [MJ]	TRE	2015	-7.2190517
Electricity (Industrial) [kWh]	Petroleum Fuel [MJ]	TRE	2015	-0.0677098
Electricity (Industrial) [kWh]	Natural Gas Fuel [MJ]	TRE	2015	-4.1568761
Electricity (Industrial) [kWh]	Coal Fuel [MJ]	TRE	2015	-3.05185
Electricity (Industrial) [kWh]	Non Fossil Fuel [MJ]	TRE	2015	-0.8561662
Electricity (Industrial) [kWh]	Nuclear [MJ]	TRE	2015	-0.4402502
Electricity (Industrial) [kWh]	Renewable [MJ]	TRE	2015	-0.4158775
Electricity (Industrial) [kWh]	Biomass [MJ]	TRE	2015	-0.0054358
Electricity (Industrial) [kWh]	CO2 Total [tonne]	TRE	2020	0.00046306
Electricity (Industrial) [kWh]	CO2 [tonne]	TRE	2020	0.00046334
Electricity (Industrial) [kWh]	CO2_Biogenic [tonne]	TRE	2020	-2.89E-007
Electricity (Industrial) [kWh]	VOC [tonne]	TRE	2020	5.32E-008
Electricity (Industrial) [kWh]	CO [tonne]	TRE	2020	1.68E-007
Electricity (Industrial) [kWh]	NOx [tonne]	TRE	2020	2.40E-007
Electricity (Industrial) [kWh]	PM10 [tonne]	TRE	2020	3.17E-008
Electricity (Industrial) [kWh]	PM2.5 [tonne]	TRE	2020	1.19E-008
Electricity (Industrial) [kWh]	SOx [tonne]	TRE	2020	4.77E-007
Electricity (Industrial) [kWh]	CH4 [tonne]	TRE	2020	9.99E-007
Electricity (Industrial) [kWh]	N2O [tonne]	TRE	2020	7.00E-009
Electricity (Industrial) [kWh]	BC [tonne]	TRE	2020	1.23E-009
Electricity (Industrial) [kWh]	POC [tonne]	TRE	2020	3.57E-009
Electricity (Industrial) [kWh]	GHG-100 [tonne]	TRE	2020	0.00049799
Electricity (Industrial) [kWh]	Water Total [gal]	TRE	2020	-0.2795612
Electricity (Industrial) [kWh]	Fossil Fuel [MJ]	TRE	2020	-6.4120549
Electricity (Industrial) [kWh]	Petroleum Fuel [MJ]	TRE	2020	-0.0672609
Electricity (Industrial) [kWh]	Natural Gas Fuel [MJ]	TRE	2020	-3.7166524
Electricity (Industrial) [kWh]	Coal Fuel [MJ]	TRE	2020	-2.6284457
Electricity (Industrial) [kWh]	Non Fossil Fuel [MJ]	TRE	2020	-0.9694675
Electricity (Industrial) [kWh]	Nuclear [MJ]	TRE	2020	-0.4210651
Electricity (Industrial) [kWh]	Renewable [MJ]	TRE	2020	-0.5483758
Electricity (Industrial) [kWh]	Biomass [MJ]	TRE	2020	-0.0031173
Electricity (Industrial) [kWh]	CO2 Total [tonne]	TRE	2025	0.00042925
Electricity (Industrial) [kWh]	CO2 [tonne]	TRE	2025	0.00042967
Electricity (Industrial) [kWh]	CO2_Biogenic [tonne]	TRE	2025	-4.30E-007
Electricity (Industrial) [kWh]	VOC [tonne]	TRE	2025	4.98E-008
Electricity (Industrial) [kWh]	CO [tonne]	TRE	2025	1.61E-007
Electricity (Industrial) [kWh]	NOx [tonne]	TRE	2025	2.22E-007
Electricity (Industrial) [kWh]	PM10 [tonne]	TRE	2025	2.88E-008
Electricity (Industrial) [kWh]	PM2.5 [tonne]	TRE	2025	1.10E-008
Electricity (Industrial) [kWh]	SOx [tonne]	TRE	2025	4.30E-007
Electricity (Industrial) [kWh]	CH4 [tonne]	TRE	2025	9.37E-007
Electricity (Industrial) [kWh]	N2O [tonne]	TRE	2025	6.46E-009
Electricity (Industrial) [kWh]	BC [tonne]	TRE	2025	1.16E-009
Electricity (Industrial) [kWh]	POC [tonne]	TRE	2025	3.30E-009
Electricity (Industrial) [kWh]	GHG-100 [tonne]	TRE	2025	0.00046198
Electricity (Industrial) [kWh]	Water Total [gal]	TRE	2025	-0.2634073
Electricity (Industrial) [kWh]	Fossil Fuel [MJ]	TRE	2025	-5.9985745
Electricity (Industrial) [kWh]	Petroleum Fuel [MJ]	TRE	2025	-0.0603986
Electricity (Industrial) [kWh]	Natural Gas Fuel [MJ]	TRE	2025	-3.5837092
Electricity (Industrial) [kWh]	Coal Fuel [MJ]	TRE	2025	-2.3542853
Electricity (Industrial) [kWh]	Non Fossil Fuel [MJ]	TRE	2025	-1.1426156
Electricity (Industrial) [kWh]	Nuclear [MJ]	TRE	2025	-0.4220607
Electricity (Industrial) [kWh]	Renewable [MJ]	TRE	2025	-0.7206155
Electricity (Industrial) [kWh]	Biomass [MJ]	TRE	2025	-0.0046325
Electricity (Industrial) [kWh]	CO2 Total [tonne]	TRE	2030	0.00040243
Electricity (Industrial) [kWh]	CO2 [tonne]	TRE	2030	0.00040299
Electricity (Industrial) [kWh]	CO2_Biogenic [tonne]	TRE	2030	-5.73E-007
Electricity (Industrial) [kWh]	VOC [tonne]	TRE	2030	5.03E-008
Electricity (Industrial) [kWh]	CO [tonne]	TRE	2030	1.79E-007
Electricity (Industrial) [kWh]	NOx [tonne]	TRE	2030	2.31E-007
Electricity (Industrial) [kWh]	PM10 [tonne]	TRE	2030	2.41E-008
Electricity (Industrial) [kWh]	PM2.5 [tonne]	TRE	2030	1.04E-008
Electricity (Industrial) [kWh]	SOx [tonne]	TRE	2030	3.41E-007
Electricity (Industrial) [kWh]	CH4 [tonne]	TRE	2030	9.41E-007
Electricity (Industrial) [kWh]	N2O [tonne]	TRE	2030	6.00E-009
Electricity (Industrial) [kWh]	BC [tonne]	TRE	2030	1.24E-009
Electricity (Industrial) [kWh]	POC [tonne]	TRE	2030	3.45E-009
Electricity (Industrial) [kWh]	GHG-100 [tonne]	TRE	2030	0.00043497
Electricity (Industrial) [kWh]	Water Total [gal]	TRE	2030	-0.2474127
Electricity (Industrial) [kWh]	Fossil Fuel [MJ]	TRE	2030	-5.91362
Electricity (Industrial) [kWh]	Petroleum Fuel [MJ]	TRE	2030	-0.0511764
Electricity (Industrial) [kWh]	Natural Gas Fuel [MJ]	TRE	2030	-4.0819778
Electricity (Industrial) [kWh]	Coal Fuel [MJ]	TRE	2030	-1.7808
Electricity (Industrial) [kWh]	Non Fossil Fuel [MJ]	TRE	2030	-1.1059318
Electricity (Industrial) [kWh]	Nuclear [MJ]	TRE	2030	-0.4072733
Electricity (Industrial) [kWh]	Renewable [MJ]	TRE	2030	-0.6986548
Electricity (Industrial) [kWh]	Biomass [MJ]	TRE	2030	-0.0061763
Electricity (Industrial) [kWh]	CO2 Total [tonne]	TRE	2035	0.00039535
Electricity (Industrial) [kWh]	CO2 [tonne]	TRE	2035	0.00039591
Electricity (Industrial) [kWh]	CO2_Biogenic [tonne]	TRE	2035	-5.73E-007
Electricity (Industrial) [kWh]	VOC [tonne]	TRE	2035	5.10E-008
Electricity (Industrial) [kWh]	CO [tonne]	TRE	2035	1.88E-007
Electricity (Industrial) [kWh]	NOx [tonne]	TRE	2035	2.36E-007
Electricity (Industrial) [kWh]	PM10 [tonne]	TRE	2035	2.23E-008
Electricity (Industrial) [kWh]	PM2.5 [tonne]	TRE	2035	1.02E-008
Electricity (Industrial) [kWh]	SOx [tonne]	TRE	2035	3.07E-007
Electricity (Industrial) [kWh]	CH4 [tonne]	TRE	2035	9.52E-007
Electricity (Industrial) [kWh]	N2O [tonne]	TRE	2035	5.85E-009
Electricity (Industrial) [kWh]	BC [tonne]	TRE	2035	1.28E-009
Electricity (Industrial) [kWh]	POC [tonne]	TRE	2035	3.53E-009
Electricity (Industrial) [kWh]	GHG-100 [tonne]	TRE	2035	0.00042815
Electricity (Industrial) [kWh]	Water Total [gal]	TRE	2035	-0.2414041
Electricity (Industrial) [kWh]	Fossil Fuel [MJ]	TRE	2035	-5.9407807
Electricity (Industrial) [kWh]	Petroleum Fuel [MJ]	TRE	2035	-0.0475069
Electricity (Industrial) [kWh]	Natural Gas Fuel [MJ]	TRE	2035	-4.3361822
Electricity (Industrial) [kWh]	Coal Fuel [MJ]	TRE	2035	-1.5571381
Electricity (Industrial) [kWh]	Non Fossil Fuel [MJ]	TRE	2035	-1.0609592
