Material	Upstream Material	Zone	Year	Intensity [upstream/unit]
Electricity (Industrial) [kWh]	Petroleum Fuel [MJ]	MRO	2015	-0.1099265
Electricity (Industrial) [kWh]	Natural Gas Fuel [MJ]	MRO	2015	-0.5855413
Electricity (Industrial) [kWh]	Coal Fuel [MJ]	MRO	2015	-5.9511923
Electricity (Industrial) [kWh]	Non Fossil Fuel [MJ]	MRO	2015	-1.5200218
Electricity (Industrial) [kWh]	Nuclear [MJ]	MRO	2015	-0.4847962
Electricity (Industrial) [kWh]	Renewable [MJ]	MRO	2015	-1.0351891
Electricity (Industrial) [kWh]	Biomass [MJ]	MRO	2015	-0.0824631
Electricity (Industrial) [kWh]	CO2 Total [tonne]	MRO	2020	0.00052669
Electricity (Industrial) [kWh]	CO2 [tonne]	MRO	2020	0.00053044
Electricity (Industrial) [kWh]	CO2_Biogenic [tonne]	MRO	2020	-3.77E-006
Electricity (Industrial) [kWh]	VOC [tonne]	MRO	2020	4.11E-008
Electricity (Industrial) [kWh]	CO [tonne]	MRO	2020	5.27E-008
Electricity (Industrial) [kWh]	NOx [tonne]	MRO	2020	1.51E-007
Electricity (Industrial) [kWh]	PM10 [tonne]	MRO	2020	5.57E-008
Electricity (Industrial) [kWh]	PM2.5 [tonne]	MRO	2020	1.39E-008
Electricity (Industrial) [kWh]	SOx [tonne]	MRO	2020	8.80E-007
Electricity (Industrial) [kWh]	CH4 [tonne]	MRO	2020	8.03E-007
Electricity (Industrial) [kWh]	N2O [tonne]	MRO	2020	8.35E-009
Electricity (Industrial) [kWh]	BC [tonne]	MRO	2020	7.49E-010
Electricity (Industrial) [kWh]	POC [tonne]	MRO	2020	2.21E-009
Electricity (Industrial) [kWh]	GHG-100 [tonne]	MRO	2020	0.00055648
Electricity (Industrial) [kWh]	Water Total [gal]	MRO	2020	-0.5559649
Electricity (Industrial) [kWh]	Fossil Fuel [MJ]	MRO	2020	-5.7259911
Electricity (Industrial) [kWh]	Petroleum Fuel [MJ]	MRO	2020	-0.1117225
Electricity (Industrial) [kWh]	Natural Gas Fuel [MJ]	MRO	2020	-0.3345142
Electricity (Industrial) [kWh]	Coal Fuel [MJ]	MRO	2020	-5.2800572
Electricity (Industrial) [kWh]	Non Fossil Fuel [MJ]	MRO	2020	-1.7162452
Electricity (Industrial) [kWh]	Nuclear [MJ]	MRO	2020	-0.3945648
Electricity (Industrial) [kWh]	Renewable [MJ]	MRO	2020	-1.321658
Electricity (Industrial) [kWh]	Biomass [MJ]	MRO	2020	-0.0405532
Electricity (Industrial) [kWh]	CO2 Total [tonne]	MRO	2025	0.00041586
Electricity (Industrial) [kWh]	CO2 [tonne]	MRO	2025	0.00042059
Electricity (Industrial) [kWh]	CO2_Biogenic [tonne]	MRO	2025	-4.74E-006
Electricity (Industrial) [kWh]	VOC [tonne]	MRO	2025	3.31E-008
Electricity (Industrial) [kWh]	CO [tonne]	MRO	2025	5.15E-008
Electricity (Industrial) [kWh]	NOx [tonne]	MRO	2025	1.17E-007
Electricity (Industrial) [kWh]	PM10 [tonne]	MRO	2025	4.50E-008
Electricity (Industrial) [kWh]	PM2.5 [tonne]	MRO	2025	1.13E-008
Electricity (Industrial) [kWh]	SOx [tonne]	MRO	2025	6.84E-007
Electricity (Industrial) [kWh]	CH4 [tonne]	MRO	2025	6.46E-007
Electricity (Industrial) [kWh]	N2O [tonne]	MRO	2025	6.60E-009
Electricity (Industrial) [kWh]	BC [tonne]	MRO	2025	6.77E-010
Electricity (Industrial) [kWh]	POC [tonne]	MRO	2025	1.81E-009
Electricity (Industrial) [kWh]	GHG-100 [tonne]	MRO	2025	0.00043973
Electricity (Industrial) [kWh]	Water Total [gal]	MRO	2025	-0.4873058
Electricity (Industrial) [kWh]	Fossil Fuel [MJ]	MRO	2025	-4.575385
Electricity (Industrial) [kWh]	Petroleum Fuel [MJ]	MRO	2025	-0.0883141
Electricity (Industrial) [kWh]	Natural Gas Fuel [MJ]	MRO	2025	-0.4003421
Electricity (Industrial) [kWh]	Coal Fuel [MJ]	MRO	2025	-4.0864815
Electricity (Industrial) [kWh]	Non Fossil Fuel [MJ]	MRO	2025	-2.1417282
Electricity (Industrial) [kWh]	Nuclear [MJ]	MRO	2025	-0.3759621
Electricity (Industrial) [kWh]	Renewable [MJ]	MRO	2025	-1.7658233
Electricity (Industrial) [kWh]	Biomass [MJ]	MRO	2025	-0.0510352
Electricity (Industrial) [kWh]	CO2 Total [tonne]	MRO	2030	0.00038677
Electricity (Industrial) [kWh]	CO2 [tonne]	MRO	2030	0.00039291
Electricity (Industrial) [kWh]	CO2_Biogenic [tonne]	MRO	2030	-6.13E-006
Electricity (Industrial) [kWh]	VOC [tonne]	MRO	2030	3.12E-008
Electricity (Industrial) [kWh]	CO [tonne]	MRO	2030	5.64E-008
Electricity (Industrial) [kWh]	NOx [tonne]	MRO	2030	1.09E-007
Electricity (Industrial) [kWh]	PM10 [tonne]	MRO	2030	4.30E-008
Electricity (Industrial) [kWh]	PM2.5 [tonne]	MRO	2030	1.09E-008
Electricity (Industrial) [kWh]	SOx [tonne]	MRO	2030	6.28E-007
Electricity (Industrial) [kWh]	CH4 [tonne]	MRO	2030	6.09E-007
Electricity (Industrial) [kWh]	N2O [tonne]	MRO	2030	6.15E-009
Electricity (Industrial) [kWh]	BC [tonne]	MRO	2030	7.06E-010
Electricity (Industrial) [kWh]	POC [tonne]	MRO	2030	1.74E-009
Electricity (Industrial) [kWh]	GHG-100 [tonne]	MRO	2030	0.00040926
Electricity (Industrial) [kWh]	Water Total [gal]	MRO	2030	-0.4873473
Electricity (Industrial) [kWh]	Fossil Fuel [MJ]	MRO	2030	-4.2946584
Electricity (Industrial) [kWh]	Petroleum Fuel [MJ]	MRO	2030	-0.0825587
Electricity (Industrial) [kWh]	Natural Gas Fuel [MJ]	MRO	2030	-0.4707455
Electricity (Industrial) [kWh]	Coal Fuel [MJ]	MRO	2030	-3.7413925
Electricity (Industrial) [kWh]	Non Fossil Fuel [MJ]	MRO	2030	-2.2479933
Electricity (Industrial) [kWh]	Nuclear [MJ]	MRO	2030	-0.4047435
Electricity (Industrial) [kWh]	Renewable [MJ]	MRO	2030	-1.8432501
Electricity (Industrial) [kWh]	Biomass [MJ]	MRO	2030	-0.066053
Electricity (Industrial) [kWh]	CO2 Total [tonne]	MRO	2035	0.00039427
Electricity (Industrial) [kWh]	CO2 [tonne]	MRO	2035	0.00040095
Electricity (Industrial) [kWh]	CO2_Biogenic [tonne]	MRO	2035	-6.69E-006
Electricity (Industrial) [kWh]	VOC [tonne]	MRO	2035	3.19E-008
Electricity (Industrial) [kWh]	CO [tonne]	MRO	2035	6.01E-008
Electricity (Industrial) [kWh]	NOx [tonne]	MRO	2035	1.09E-007
Electricity (Industrial) [kWh]	PM10 [tonne]	MRO	2035	4.39E-008
Electricity (Industrial) [kWh]	PM2.5 [tonne]	MRO	2035	1.10E-008
Electricity (Industrial) [kWh]	SOx [tonne]	MRO	2035	6.36E-007
Electricity (Industrial) [kWh]	CH4 [tonne]	MRO	2035	6.25E-007
Electricity (Industrial) [kWh]	N2O [tonne]	MRO	2035	6.27E-009
Electricity (Industrial) [kWh]	BC [tonne]	MRO	2035	7.31E-010
Electricity (Industrial) [kWh]	POC [tonne]	MRO	2035	1.70E-009
Electricity (Industrial) [kWh]	GHG-100 [tonne]	MRO	2035	0.00041733
Electricity (Industrial) [kWh]	Water Total [gal]	MRO	2035	-0.4838074
Electricity (Industrial) [kWh]	Fossil Fuel [MJ]	MRO	2035	-4.3983181
Electricity (Industrial) [kWh]	Petroleum Fuel [MJ]	MRO	2035	-0.0833642
Electricity (Industrial) [kWh]	Natural Gas Fuel [MJ]	MRO	2035	-0.5309176
Electricity (Industrial) [kWh]	Coal Fuel [MJ]	MRO	2035	-3.7840135
Electricity (Industrial) [kWh]	Non Fossil Fuel [MJ]	MRO	2035	-2.204665
Electricity (Industrial) [kWh]	Nuclear [MJ]	MRO	2035	-0.3300909
Electricity (Industrial) [kWh]	Renewable [MJ]	MRO	2035	-1.8745989
Electricity (Industrial) [kWh]	Biomass [MJ]	MRO	2035	-0.072032
Electricity (Industrial) [kWh]	CO2 Total [tonne]	MRO	2045	0.00038605
Electricity (Industrial) [kWh]	CO2 [tonne]	MRO	2045	0.00040204
Electricity (Industrial) [kWh]	CO2_Biogenic [tonne]	MRO	2045	-1.60E-005
Electricity (Industrial) [kWh]	VOC [tonne]	MRO	2045	3.33E-008
Electricity (Industrial) [kWh]	CO [tonne]	MRO	2045	9.74E-008
Electricity (Industrial) [kWh]	NOx [tonne]	MRO	2045	1.18E-007
Electricity (Industrial) [kWh]	PM10 [tonne]	MRO	2045	5.17E-008
Electricity (Industrial) [kWh]	PM2.5 [tonne]	MRO	2045	1.36E-008
Electricity (Industrial) [kWh]	SOx [tonne]	MRO	2045	6.07E-007
Electricity (Industrial) [kWh]	CH4 [tonne]	MRO	2045	6.33E-007
Electricity (Industrial) [kWh]	N2O [tonne]	MRO	2045	6.23E-009
Electricity (Industrial) [kWh]	BC [tonne]	MRO	2045	1.16E-009
Electricity (Industrial) [kWh]	POC [tonne]	MRO	2045	2.70E-009
Electricity (Industrial) [kWh]	GHG-100 [tonne]	MRO	2045	0.00040931
Electricity (Industrial) [kWh]	Water Total [gal]	MRO	2045	-0.4702346
Electricity (Industrial) [kWh]	Fossil Fuel [MJ]	MRO	2045	-4.4028493
Electricity (Industrial) [kWh]	Petroleum Fuel [MJ]	MRO	2045	-0.0819809
Electricity (Industrial) [kWh]	Natural Gas Fuel [MJ]	MRO	2045	-0.7579819
Electricity (Industrial) [kWh]	Coal Fuel [MJ]	MRO	2045	-3.5629265
Electricity (Industrial) [kWh]	Non Fossil Fuel [MJ]	MRO	2045	-2.2471288
Electricity (Industrial) [kWh]	Nuclear [MJ]	MRO	2045	-0.3166582
Electricity (Industrial) [kWh]	Renewable [MJ]	MRO	2045	-1.9304919
Electricity (Industrial) [kWh]	Biomass [MJ]	MRO	2045	-0.1723742
Electricity (Industrial) [kWh]	CO2 Total [tonne]	MRO	2050	0.00038063
Electricity (Industrial) [kWh]	CO2 [tonne]	MRO	2050	0.00039981
Electricity (Industrial) [kWh]	CO2_Biogenic [tonne]	MRO	2050	-1.92E-005
Electricity (Industrial) [kWh]	VOC [tonne]	MRO	2050	3.31E-008
Electricity (Industrial) [kWh]	CO [tonne]	MRO	2050	1.06E-007
Electricity (Industrial) [kWh]	NOx [tonne]	MRO	2050	1.18E-007
Electricity (Industrial) [kWh]	PM10 [tonne]	MRO	2050	5.46E-008
Electricity (Industrial) [kWh]	PM2.5 [tonne]	MRO	2050	1.45E-008
Electricity (Industrial) [kWh]	SOx [tonne]	MRO	2050	6.01E-007
Electricity (Industrial) [kWh]	CH4 [tonne]	MRO	2050	6.23E-007
Electricity (Industrial) [kWh]	N2O [tonne]	MRO	2050	6.18E-009
Electricity (Industrial) [kWh]	BC [tonne]	MRO	2050	1.29E-009
Electricity (Industrial) [kWh]	POC [tonne]	MRO	2050	3.00E-009
Electricity (Industrial) [kWh]	GHG-100 [tonne]	MRO	2050	0.00040356
Electricity (Industrial) [kWh]	Water Total [gal]	MRO	2050	-0.4626815
Electricity (Industrial) [kWh]	Fossil Fuel [MJ]	MRO	2050	-4.3359802
Electricity (Industrial) [kWh]	Petroleum Fuel [MJ]	MRO	2050	-0.0820095
Electricity (Industrial) [kWh]	Natural Gas Fuel [MJ]	MRO	2050	-0.7340672
Electricity (Industrial) [kWh]	Coal Fuel [MJ]	MRO	2050	-3.5201404
Electricity (Industrial) [kWh]	Non Fossil Fuel [MJ]	MRO	2050	-2.3010953
Electricity (Industrial) [kWh]	Nuclear [MJ]	MRO	2050	-0.3095673
Electricity (Industrial) [kWh]	Renewable [MJ]	MRO	2050	-1.9915872
Electricity (Industrial) [kWh]	Biomass [MJ]	MRO	2050	-0.2068357
Electricity (Commercial) [kWh]	CO2 Total [tonne]	FRCC	2015	0.00050776
Electricity (Commercial) [kWh]	CO2 [tonne]	FRCC	2015	0.00051258
Electricity (Commercial) [kWh]	CO2_Biogenic [tonne]	FRCC	2015	-4.81E-006
Electricity (Commercial) [kWh]	VOC [tonne]	FRCC	2015	6.89E-008
Electricity (Commercial) [kWh]	CO [tonne]	FRCC	2015	2.71E-007
Electricity (Commercial) [kWh]	NOx [tonne]	FRCC	2015	4.35E-007
Electricity (Commercial) [kWh]	PM10 [tonne]	FRCC	2015	4.51E-008
Electricity (Commercial) [kWh]	PM2.5 [tonne]	FRCC	2015	2.37E-008
Electricity (Commercial) [kWh]	SOx [tonne]	FRCC	2015	5.61E-007
Electricity (Commercial) [kWh]	CH4 [tonne]	FRCC	2015	1.23E-006
Electricity (Commercial) [kWh]	N2O [tonne]	FRCC	2015	7.65E-009
Electricity (Commercial) [kWh]	BC [tonne]	FRCC	2015	2.70E-009
Electricity (Commercial) [kWh]	POC [tonne]	FRCC	2015	6.37E-009
Electricity (Commercial) [kWh]	GHG-100 [tonne]	FRCC	2015	0.00055374
Electricity (Commercial) [kWh]	Water Total [gal]	FRCC	2015	-0.3168367
Electricity (Commercial) [kWh]	Fossil Fuel [MJ]	FRCC	2015	-7.6489929
Electricity (Commercial) [kWh]	Petroleum Fuel [MJ]	FRCC	2015	-0.1647735
Electricity (Commercial) [kWh]	Natural Gas Fuel [MJ]	FRCC	2015	-5.6060418
Electricity (Commercial) [kWh]	Coal Fuel [MJ]	FRCC	2015	-1.9145914
Electricity (Commercial) [kWh]	Non Fossil Fuel [MJ]	FRCC	2015	-0.6019056
Electricity (Commercial) [kWh]	Nuclear [MJ]	FRCC	2015	-0.4864356
Electricity (Commercial) [kWh]	Renewable [MJ]	FRCC	2015	-0.1154309
Electricity (Commercial) [kWh]	Biomass [MJ]	FRCC	2015	-0.0516693
Electricity (Commercial) [kWh]	CO2 Total [tonne]	FRCC	2020	0.00046435
Electricity (Commercial) [kWh]	CO2 [tonne]	FRCC	2020	0.00046908
Electricity (Commercial) [kWh]	CO2_Biogenic [tonne]	FRCC	2020	-4.74E-006
Electricity (Commercial) [kWh]	VOC [tonne]	FRCC	2020	6.01E-008
Electricity (Commercial) [kWh]	CO [tonne]	FRCC	2020	2.30E-007
Electricity (Commercial) [kWh]	NOx [tonne]	FRCC	2020	2.87E-007
Electricity (Commercial) [kWh]	PM10 [tonne]	FRCC	2020	3.12E-008
Electricity (Commercial) [kWh]	PM2.5 [tonne]	FRCC	2020	1.36E-008
Electricity (Commercial) [kWh]	SOx [tonne]	FRCC	2020	3.72E-007
Electricity (Commercial) [kWh]	CH4 [tonne]	FRCC	2020	1.11E-006
Electricity (Commercial) [kWh]	N2O [tonne]	FRCC	2020	6.93E-009
Electricity (Commercial) [kWh]	BC [tonne]	FRCC	2020	1.69E-009
Electricity (Commercial) [kWh]	POC [tonne]	FRCC	2020	4.74E-009
Electricity (Commercial) [kWh]	GHG-100 [tonne]	FRCC	2020	0.00050262
Electricity (Commercial) [kWh]	Water Total [gal]	FRCC	2020	-0.310356
Electricity (Commercial) [kWh]	Fossil Fuel [MJ]	FRCC	2020	-6.9341243
Electricity (Commercial) [kWh]	Petroleum Fuel [MJ]	FRCC	2020	-0.0660398
Electricity (Commercial) [kWh]	Natural Gas Fuel [MJ]	FRCC	2020	-4.9755564
Electricity (Commercial) [kWh]	Coal Fuel [MJ]	FRCC	2020	-1.8928749
Electricity (Commercial) [kWh]	Non Fossil Fuel [MJ]	FRCC	2020	-0.6404645
Electricity (Commercial) [kWh]	Nuclear [MJ]	FRCC	2020	-0.4851875
Electricity (Commercial) [kWh]	Renewable [MJ]	FRCC	2020	-0.1552496
Electricity (Commercial) [kWh]	Biomass [MJ]	FRCC	2020	-0.0510403
Electricity (Commercial) [kWh]	CO2 Total [tonne]	FRCC	2025	0.00042647
Electricity (Commercial) [kWh]	CO2 [tonne]	FRCC	2025	0.00043064
Electricity (Commercial) [kWh]	CO2_Biogenic [tonne]	FRCC	2025	-4.18E-006
Electricity (Commercial) [kWh]	VOC [tonne]	FRCC	2025	5.50E-008
Electricity (Commercial) [kWh]	CO [tonne]	FRCC	2025	2.10E-007
Electricity (Commercial) [kWh]	NOx [tonne]	FRCC	2025	2.59E-007
Electricity (Commercial) [kWh]	PM10 [tonne]	FRCC	2025	2.84E-008
Electricity (Commercial) [kWh]	PM2.5 [tonne]	FRCC	2025	1.23E-008
Electricity (Commercial) [kWh]	SOx [tonne]	FRCC	2025	3.42E-007
Electricity (Commercial) [kWh]	CH4 [tonne]	FRCC	2025	1.02E-006
Electricity (Commercial) [kWh]	N2O [tonne]	FRCC	2025	6.36E-009
Electricity (Commercial) [kWh]	BC [tonne]	FRCC	2025	1.53E-009
Electricity (Commercial) [kWh]	POC [tonne]	FRCC	2025	4.25E-009
Electricity (Commercial) [kWh]	GHG-100 [tonne]	FRCC	2025	0.00046158
Electricity (Commercial) [kWh]	Water Total [gal]	FRCC	2025	-0.294302
Electricity (Commercial) [kWh]	Fossil Fuel [MJ]	FRCC	2025	-6.36349
Electricity (Commercial) [kWh]	Petroleum Fuel [MJ]	FRCC	2025	-0.0608212
Electricity (Commercial) [kWh]	Natural Gas Fuel [MJ]	FRCC	2025	-4.5597915
Electricity (Commercial) [kWh]	Coal Fuel [MJ]	FRCC	2025	-1.742737
Electricity (Commercial) [kWh]	Non Fossil Fuel [MJ]	FRCC	2025	-0.9040789
Electricity (Commercial) [kWh]	Nuclear [MJ]	FRCC	2025	-0.4375458
Electricity (Commercial) [kWh]	Renewable [MJ]	FRCC	2025	-0.4665987
Electricity (Commercial) [kWh]	Biomass [MJ]	FRCC	2025	-0.0450645
Electricity (Commercial) [kWh]	CO2 Total [tonne]	FRCC	2030	0.00042992
Electricity (Commercial) [kWh]	CO2 [tonne]	FRCC	2030	0.00043411
Electricity (Commercial) [kWh]	CO2_Biogenic [tonne]	FRCC	2030	-4.19E-006
Electricity (Commercial) [kWh]	VOC [tonne]	FRCC	2030	5.56E-008
Electricity (Commercial) [kWh]	CO [tonne]	FRCC	2030	2.14E-007
Electricity (Commercial) [kWh]	NOx [tonne]	FRCC	2030	2.60E-007
Electricity (Commercial) [kWh]	PM10 [tonne]	FRCC	2030	2.82E-008
Electricity (Commercial) [kWh]	PM2.5 [tonne]	FRCC	2030	1.23E-008
Electricity (Commercial) [kWh]	SOx [tonne]	FRCC	2030	3.39E-007
Electricity (Commercial) [kWh]	CH4 [tonne]	FRCC	2030	1.03E-006
Electricity (Commercial) [kWh]	N2O [tonne]	FRCC	2030	6.41E-009
Electricity (Commercial) [kWh]	BC [tonne]	FRCC	2030	1.54E-009
Electricity (Commercial) [kWh]	POC [tonne]	FRCC	2030	4.23E-009
Electricity (Commercial) [kWh]	GHG-100 [tonne]	FRCC	2030	0.0004655
Electricity (Commercial) [kWh]	Water Total [gal]	FRCC	2030	-0.2907713
Electricity (Commercial) [kWh]	Fossil Fuel [MJ]	FRCC	2030	-6.4404021
Electricity (Commercial) [kWh]	Petroleum Fuel [MJ]	FRCC	2030	-0.0565012
Electricity (Commercial) [kWh]	Natural Gas Fuel [MJ]	FRCC	2030	-4.6637129
Electricity (Commercial) [kWh]	Coal Fuel [MJ]	FRCC	2030	-1.7205749
Electricity (Commercial) [kWh]	Non Fossil Fuel [MJ]	FRCC	2030	-0.8607044
Electricity (Commercial) [kWh]	Nuclear [MJ]	FRCC	2030	-0.4151373
Electricity (Commercial) [kWh]	Renewable [MJ]	FRCC	2030	-0.4455659
Electricity (Commercial) [kWh]	Biomass [MJ]	FRCC	2030	-0.0451184
Electricity (Commercial) [kWh]	CO2 Total [tonne]	FRCC	2035	0.00043211
Electricity (Commercial) [kWh]	CO2 [tonne]	FRCC	2035	0.00043628
Electricity (Commercial) [kWh]	CO2_Biogenic [tonne]	FRCC	2035	-4.19E-006
Electricity (Commercial) [kWh]	VOC [tonne]	FRCC	2035	5.63E-008
Electricity (Commercial) [kWh]	CO [tonne]	FRCC	2035	2.18E-007
Electricity (Commercial) [kWh]	NOx [tonne]	FRCC	2035	2.64E-007
Electricity (Commercial) [kWh]	PM10 [tonne]	FRCC	2035	2.78E-008
Electricity (Commercial) [kWh]	PM2.5 [tonne]	FRCC	2035	1.23E-008
Electricity (Commercial) [kWh]	SOx [tonne]	FRCC	2035	3.33E-007
Electricity (Commercial) [kWh]	CH4 [tonne]	FRCC	2035	1.04E-006
Electricity (Commercial) [kWh]	N2O [tonne]	FRCC	2035	6.43E-009
Electricity (Commercial) [kWh]	BC [tonne]	FRCC	2035	1.56E-009
Electricity (Commercial) [kWh]	POC [tonne]	FRCC	2035	4.25E-009
Electricity (Commercial) [kWh]	GHG-100 [tonne]	FRCC	2035	0.00046811
Electricity (Commercial) [kWh]	Water Total [gal]	FRCC	2035	-0.2861599
Electricity (Commercial) [kWh]	Fossil Fuel [MJ]	FRCC	2035	-6.5127236
Electricity (Commercial) [kWh]	Petroleum Fuel [MJ]	FRCC	2035	-0.0570886
Electricity (Commercial) [kWh]	Natural Gas Fuel [MJ]	FRCC	2035	-4.7856362
Electricity (Commercial) [kWh]	Coal Fuel [MJ]	FRCC	2035	-1.6700573
Electricity (Commercial) [kWh]	Non Fossil Fuel [MJ]	FRCC	2035	-0.8164561
Electricity (Commercial) [kWh]	Nuclear [MJ]	FRCC	2035	-0.369361
Electricity (Commercial) [kWh]	Renewable [MJ]	FRCC	2035	-0.4471206
Electricity (Commercial) [kWh]	Biomass [MJ]	FRCC	2035	-0.0451103
Electricity (Commercial) [kWh]	CO2 Total [tonne]	FRCC	2045	0.00040076
Electricity (Commercial) [kWh]	CO2 [tonne]	FRCC	2045	0.0004048
Electricity (Commercial) [kWh]	CO2_Biogenic [tonne]	FRCC	2045	-4.05E-006
Electricity (Commercial) [kWh]	VOC [tonne]	FRCC	2045	5.26E-008
Electricity (Commercial) [kWh]	CO [tonne]	FRCC	2045	2.06E-007
Electricity (Commercial) [kWh]	NOx [tonne]	FRCC	2045	2.45E-007
Electricity (Commercial) [kWh]	PM10 [tonne]	FRCC	2045	2.56E-008
Electricity (Commercial) [kWh]	PM2.5 [tonne]	FRCC	2045	1.14E-008
Electricity (Commercial) [kWh]	SOx [tonne]	FRCC	2045	3.01E-007
Electricity (Commercial) [kWh]	CH4 [tonne]	FRCC	2045	9.76E-007
Electricity (Commercial) [kWh]	N2O [tonne]	FRCC	2045	6.00E-009
Electricity (Commercial) [kWh]	BC [tonne]	FRCC	2045	1.47E-009
Electricity (Commercial) [kWh]	POC [tonne]	FRCC	2045	4.00E-009
Electricity (Commercial) [kWh]	GHG-100 [tonne]	FRCC	2045	0.00043438
Electricity (Commercial) [kWh]	Water Total [gal]	FRCC	2045	-0.2678009
Electricity (Commercial) [kWh]	Fossil Fuel [MJ]	FRCC	2045	-6.075019
Electricity (Commercial) [kWh]	Petroleum Fuel [MJ]	FRCC	2045	-0.0510699
Electricity (Commercial) [kWh]	Natural Gas Fuel [MJ]	FRCC	2045	-4.5262604
Electricity (Commercial) [kWh]	Coal Fuel [MJ]	FRCC	2045	-1.4978461
Electricity (Commercial) [kWh]	Non Fossil Fuel [MJ]	FRCC	2045	-1.0126038
Electricity (Commercial) [kWh]	Nuclear [MJ]	FRCC	2045	-0.2909992
Electricity (Commercial) [kWh]	Renewable [MJ]	FRCC	2045	-0.7216181
Electricity (Commercial) [kWh]	Biomass [MJ]	FRCC	2045	-0.0436193
Electricity (Commercial) [kWh]	CO2 Total [tonne]	FRCC	2050	0.0003899
Electricity (Commercial) [kWh]	CO2 [tonne]	FRCC	2050	0.00039393
Electricity (Commercial) [kWh]	CO2_Biogenic [tonne]	FRCC	2050	-4.05E-006
Electricity (Commercial) [kWh]	VOC [tonne]	FRCC	2050	5.25E-008
Electricity (Commercial) [kWh]	CO [tonne]	FRCC	2050	2.10E-007
Electricity (Commercial) [kWh]	NOx [tonne]	FRCC	2050	2.47E-007
Electricity (Commercial) [kWh]	PM10 [tonne]	FRCC	2050	2.40E-008
Electricity (Commercial) [kWh]	PM2.5 [tonne]	FRCC	2050	1.12E-008
Electricity (Commercial) [kWh]	SOx [tonne]	FRCC	2050	2.72E-007
Electricity (Commercial) [kWh]	CH4 [tonne]	FRCC	2050	9.71E-007
Electricity (Commercial) [kWh]	N2O [tonne]	FRCC	2050	5.78E-009
Electricity (Commercial) [kWh]	BC [tonne]	FRCC	2050	1.49E-009
Electricity (Commercial) [kWh]	POC [tonne]	FRCC	2050	4.00E-009
Electricity (Commercial) [kWh]	GHG-100 [tonne]	FRCC	2050	0.00042323
Electricity (Commercial) [kWh]	Water Total [gal]	FRCC	2050	-0.2604876
Electricity (Commercial) [kWh]	Fossil Fuel [MJ]	FRCC	2050	-6.009459
Electricity (Commercial) [kWh]	Petroleum Fuel [MJ]	FRCC	2050	-0.0475353
Electricity (Commercial) [kWh]	Natural Gas Fuel [MJ]	FRCC	2050	-4.649973
Electricity (Commercial) [kWh]	Coal Fuel [MJ]	FRCC	2050	-1.3119667
Electricity (Commercial) [kWh]	Non Fossil Fuel [MJ]	FRCC	2050	-1.0193593
Electricity (Commercial) [kWh]	Nuclear [MJ]	FRCC	2050	-0.2777078
Electricity (Commercial) [kWh]	Renewable [MJ]	FRCC	2050	-0.741698
Electricity (Commercial) [kWh]	Biomass [MJ]	FRCC	2050	-0.0436419
Electricity (Industrial) [kWh]	CO2 Total [tonne]	FRCC	2015	0.00050776
Electricity (Industrial) [kWh]	CO2 [tonne]	FRCC	2015	0.00051258
Electricity (Industrial) [kWh]	CO2_Biogenic [tonne]	FRCC	2015	-4.81E-006
Electricity (Industrial) [kWh]	VOC [tonne]	FRCC	2015	6.89E-008
Electricity (Industrial) [kWh]	CO [tonne]	FRCC	2015	2.71E-007
Electricity (Industrial) [kWh]	NOx [tonne]	FRCC	2015	4.35E-007
Electricity (Industrial) [kWh]	PM10 [tonne]	FRCC	2015	4.51E-008
Electricity (Industrial) [kWh]	PM2.5 [tonne]	FRCC	2015	2.37E-008
Electricity (Industrial) [kWh]	SOx [tonne]	FRCC	2015	5.61E-007
Electricity (Industrial) [kWh]	CH4 [tonne]	FRCC	2015	1.23E-006
Electricity (Industrial) [kWh]	N2O [tonne]	FRCC	2015	7.65E-009
Electricity (Industrial) [kWh]	BC [tonne]	FRCC	2015	2.70E-009
Electricity (Industrial) [kWh]	POC [tonne]	FRCC	2015	6.37E-009
Electricity (Industrial) [kWh]	GHG-100 [tonne]	FRCC	2015	0.00055374
Electricity (Industrial) [kWh]	Water Total [gal]	FRCC	2015	-0.3168367
Electricity (Industrial) [kWh]	Fossil Fuel [MJ]	FRCC	2015	-7.6489929
Electricity (Industrial) [kWh]	Petroleum Fuel [MJ]	FRCC	2015	-0.1647735
Electricity (Industrial) [kWh]	Natural Gas Fuel [MJ]	FRCC	2015	-5.6060418
Electricity (Industrial) [kWh]	Coal Fuel [MJ]	FRCC	2015	-1.9145914
Electricity (Industrial) [kWh]	Non Fossil Fuel [MJ]	FRCC	2015	-0.6019056
Electricity (Industrial) [kWh]	Nuclear [MJ]	FRCC	2015	-0.4864356
Electricity (Industrial) [kWh]	Renewable [MJ]	FRCC	2015	-0.1154309
Electricity (Industrial) [kWh]	Biomass [MJ]	FRCC	2015	-0.0516693
Electricity (Industrial) [kWh]	CO2 Total [tonne]	FRCC	2020	0.00046435
Electricity (Industrial) [kWh]	CO2 [tonne]	FRCC	2020	0.00046908
Electricity (Industrial) [kWh]	CO2_Biogenic [tonne]	FRCC	2020	-4.74E-006
Electricity (Industrial) [kWh]	VOC [tonne]	FRCC	2020	6.01E-008
Electricity (Industrial) [kWh]	CO [tonne]	FRCC	2020	2.30E-007
Electricity (Industrial) [kWh]	NOx [tonne]	FRCC	2020	2.87E-007
Electricity (Industrial) [kWh]	PM10 [tonne]	FRCC	2020	3.12E-008
