Network ID	X	Y	Area [km^2]	Production?	Cost [$]	Cost [$/yr]	Population
80551 | Selma, CA	-119.6082291	36.56643583	32.5	Yes	0	0	41810
80985 | Shamokin--Mount Carmel, PA	-76.51528901	40.79207528	21.21	Yes	0	0	30185
81739 | Shreveport, LA	-93.75593694	32.48544707	492.25	Yes	0	0	298317
81901 | Sierra Vista, AZ	-110.2858186	31.53544511	79	Yes	0	0	52745
82144 | Simi Valley, CA	-118.7467894	34.26860129	83.75	Yes	0	0	125206
82225 | Sioux City, IA--NE--SD	-96.40035923	42.48161485	140.5	Yes	0	0	106494
82252 | Sioux Falls, SD	-96.73483983	43.53415244	167.75	Yes	0	0	156777
83008 | Sonoma, CA	-122.4749362	38.2982918	32.19	Yes	0	0	32678
83116 | South Bend, IN--MI	-86.21332738	41.71424081	427.25	Yes	0	0	278165
83764 | Spokane, WA	-117.3530744	47.67990165	431.25	Yes	0	0	387847
83899 | Springfield, IL	-89.64277076	39.7854341	246.75	Yes	0	0	161316
83926 | Springfield, MA--CT	-72.57470311	42.12524664	927	Yes	0	0	621300
83953 | Springfield, MO	-93.28762012	37.15260297	367.25	Yes	0	0	273724
77338 | St. Cloud, MN	-94.19397895	45.57184505	132.75	Yes	0	0	110621
77446 | St. George, UT	-113.5682455	37.10534645	116.5	Yes	0	0	98370
77770 | St. Louis, MO--IL	-90.34245531	38.63088594	2421.25	Yes	0	0	2150706
84493 | State College, PA	-77.86006509	40.79837979	73.5	Yes	0	0	87454
84630 | Staunton--Waynesboro, VA	-78.99215265	38.12005954	98.77	Yes	0	0	56611
85087 | Stockton, CA	-121.2878436	37.96232176	243.75	Yes	0	0	370583
86302 | Syracuse, NY	-76.16344941	43.09011539	522.5	Yes	0	0	412317
86599 | Tampa--St. Petersburg, FL	-82.51081464	28.00711679	2668	Yes	0	0	2441770
87058 | Temple, TX	-97.41530273	31.09484174	142	Yes	0	0	90390
87220 | Texas City, TX	-95.02886775	29.38846103	199.25	Yes	0	0	106383
87490 | Thousand Oaks, CA	-118.8607338	34.19577029	224	Yes	0	0	214811
87868 | Toledo, OH--MI	-83.61374498	41.63920725	638	Yes	0	0	507643
88057 | Tooele, UT	-112.2994268	40.53926945	23.8	Yes	0	0	31058
88192 | Torrington, CT	-73.09596436	41.84051645	65.17	Yes	0	0	42754
88273 | Tracy, CA	-121.4327774	37.72875919	58.25	Yes	0	0	87569
88462 | Trenton, NJ	-74.71922717	40.22725545	275.5	Yes	0	0	296668
88624 | Truckee, CA	-120.1739235	39.33768789	28	Yes	0	0	12139
88732 | Tucson, AZ	-110.9462179	32.25456136	919	Yes	0	0	843168
88948 | Tulsa, OK	-95.90410457	36.10600441	871.5	Yes	0	0	655479
89083 | Turlock, CA	-120.8164781	37.47262902	66.25	Yes	0	0	99904
89245 | Twin Falls, ID	-114.455637	42.56151386	46.96	Yes	0	0	48836
89263 | Twin Rivers--Hightstown, NJ	-74.57995103	40.28642924	91.27	Yes	0	0	64037
89326 | Tyler, TX	-95.3011666	32.31031406	237.75	Yes	0	0	130247
89785 | Utica, NY	-75.27574042	43.09517529	163.25	Yes	0	0	117328
89866 | Vacaville, CA	-121.9677198	38.36433502	71	Yes	0	0	93141
90028 | Vallejo, CA	-122.2112119	38.11025702	112.25	Yes	0	0	165074
90541 | Victorville--Hesperia, CA	-117.3120699	34.47688612	432.75	Yes	0	0	328454
90658 | Villas, NJ	-74.88925815	39.00560231	87.74	Yes	0	0	51291
90730 | Vineland, NJ	-75.02780046	39.48251861	162.75	Yes	0	0	95259
90892 | Virginia Beach, VA	-76.30620706	36.9052118	1442.5	Yes	0	0	1439666
90946 | Visalia, CA	-119.300912	36.29383428	164.25	Yes	0	0	219454
91027 | Waco, TX	-97.1662379	31.54222589	232.75	Yes	0	0	172378
91261 | Waldorf, MD	-76.98582053	38.61174081	176.05	Yes	0	0	109919
91405 | Walla Walla, WA--OR	-118.3523501	46.03920216	73.25	Yes	0	0	55805
92242 | Washington, DC--VA--MD	-77.18950287	38.89651017	3497	Yes	0	0	4586770
92485 | Waterbury, CT	-73.03953582	41.54912263	237	Yes	0	0	194535
92593 | Waterloo, IA	-92.38338914	42.49529972	165.75	Yes	0	0	113418
92674 | Watertown, NY	-75.81891044	44.00941414	110.25	Yes	0	0	57840
92890 | Watsonville, CA	-121.7725478	36.93835208	60.5	Yes	0	0	73534
93484 | Weatherford, TX	-97.72515153	32.75182594	83.2	Yes	0	0	34824
93862 | Wenatchee, WA	-120.290453	47.4232551	86	Yes	0	0	67227
94294 | Westminster--Eldersburg, MD	-76.95900627	39.48888814	150	Yes	0	0	72714
95104 | Wichita Falls, TX	-98.5186186	33.90280473	131	Yes	0	0	99437
95077 | Wichita, KS	-97.32726405	37.67934305	565.25	Yes	0	0	472870
95455 | Williamsport, PA	-77.00334921	41.24720263	71.75	Yes	0	0	56142
95833 | Wilmington, NC	-77.89749419	34.21744644	352	Yes	0	0	219957
96103 | Winchester, VA	-78.15963841	39.15886606	96	Yes	0	0	69449
96670 | Winston-Salem, NC	-80.2664688	36.07058889	843.5	Yes	0	0	391024
96913 | Woodburn, OR	-122.8524907	45.15282681	30.21	Yes	0	0	32943
96994 | Woodland, CA	-121.7619463	38.67347567	32.5	Yes	0	0	55513
97291 | Worcester, MA--CT	-71.79514597	42.18580919	820	Yes	0	0	486514
97507 | Yakima, WA	-120.5429208	46.61199422	155.5	Yes	0	0	129534
97750 | York, PA	-76.71629786	39.95708188	342.75	Yes	0	0	232045
97939 | Yuba City, CA	-121.606948	39.12334249	100.5	Yes	0	0	116719
98020 | Yuma, AZ--CA	-114.5683055	32.67780425	151.5	Yes	0	0	135267
@ Anacortes, WA	-122.612659	48.512597	0	Central	0	0	0
@ Anniston, AL	-85.8503	33.6558	0	Central	0	0	0
@ Ardmore, OK	-97.12	34.1908	0	Central	0	0	0
@ Artesia, NM	-104.390795	32.842857	0	Central	0	0	0
@ Ashtabula, OH	-80.798	41.8795	0	Central	0	0	0
@ Augusta, GA	-81.9472	33.40405	0	Central	0	0	0
@ Bakersfield, CA	-119.031674	35.375066	0	Central	0	0	0
@ Baton Rouge, LA	-91.18739	30.552844	0	Central	0	0	0
@ Batton Rouge, LA	-91.1262	30.4492	0	Central	0	0	0
@ Bay City, TX	-95.969402	28.982757	0	Central	0	0	0
@ Bayport, TX	-95.0105	29.6111	0	Central	0	0	0
@ Baytown, TX	-94.936444	29.754511	0	Central	0	0	0
@ Beaumont, TX	-94.0717	30.074	0	Central	0	0	0
@ Belle Chasse, LA	-89.975878	29.68327	0	Central	0	0	0
@ Belle, WV	-81.5397	38.2326	0	Central	0	0	0
@ Belvidere, NJ	-75.0728	40.8282	0	Central	0	0	0
@ Benicia, CA	-122.1455	38.0629	0	Central	0	0	0
@ Billings, MT	-108.51664	45.78924	0	Central	0	0	0
@ Blaine, WA	-122.7639	48.8926	0	Central	0	0	0
@ Borger, TX	-101.4007	35.6593	0	Central	0	0	0
@ Bradley, IL	-87.8509	41.1555	0	Central	0	0	0
@ Brorger, TX	-101.397316	35.667667	0	Central	0	0	0
@ Burkville, AL	-86.512	32.3283	0	Central	0	0	0
@ Butler, IN	-84.8706	41.4292	0	Central	0	0	0
@ Butte, MT	-112.6585	45.8959	0	Central	0	0	0
@ Calvert City, KY	-87.881224	35.338392	0	Central	0	0	0
@ Carson, CA	-118.251948	33.822169	0	Central	0	0	0
@ Catlettsburg, KY	-82.6028	38.4163	0	Central	0	0	0
@ Cedar City, UT	-113.0743	37.6897	0	Central	0	0	0
@ Channelview, TX	-95.12135	29.81575	0	Central	0	0	0
@ Charleston, TN	-84.8324	35.3161	0	Central	0	0	0
@ Charlotte, NC	-80.8762	35.1696	0	Central	0	0	0
@ Chattanooga, TN	-85.3166	34.9995	0	Central	0	0	0
@ Cherry Point, WA	-122.737451	48.884493	0	Central	0	0	0
@ Cheyenne, WY	-104.846	41.1169	0	Central	0	0	0
@ Cincinnati, OH	-84.5084	39.1791	0	Central	0	0	0
@ Coffeyville, KS	-95.605155	37.044344	0	Central	0	0	0
@ Columbus, MS	-88.4017	33.4557	0	Central	0	0	0
@ Commerce City, CO	-104.943327	39.805307	0	Central	0	0	0
@ Convent, LA	-90.8297	30.0206	0	Central	0	0	0
@ Conway, KS	-97.7861	38.3694	0	Central	0	0	0
@ Corpus Christi, TX	-97.471644	27.838161	0	Central	0	0	0
@ Cotton Valley, LA	-94.1602	31.101573	0	Central	0	0	0
@ Crawfordsville, IN	-86.896992	40.042456	0	Central	0	0	0
@ Dallas, TX	-96.7655	32.7943	0	Central	0	0	0
@ Decatur, AL	-87.002425	34.593675	0	Central	0	0	0
@ Decatur, IL	-88.9339	39.8523	0	Central	0	0	0
@ Decatur, IN	-84.9306	40.8412	0	Central	0	0	0
@ Deepwater, NJ	-75.4908	39.6833	0	Central	0	0	0
@ Deer Park, TX	-95.1292	29.7214	0	Central	0	0	0
@ Delaware City, DE	-75.631	39.58265	0	Central	0	0	0
@ Des Moines, IA	-93.5857	41.6277	0	Central	0	0	0
@ Detroit, MI	-87.601154	41.825099	0	Central	0	0	0
@ East Chicago, IN	-87.454767	41.639201	0	Central	0	0	0
@ Eastover, SC	-80.6929	33.8768	0	Central	0	0	0
@ Ecorse, MI	-83.145757	42.244483	0	Central	0	0	0
@ El Dorado, AR	-92.673407	33.201457	0	Central	0	0	0
@ El Dorado, KS	-96.8669	37.8064	0	Central	0	0	0
@ El Segundo, CA	-118.4119	33.91875	0	Central	0	0	0
@ Euclid, OH	-81.5193	41.5923	0	Central	0	0	0
@ Fairless Hills, PA	-74.855165	40.179554	0	Central	0	0	0
@ Fort Worth, TX	-97.3461	32.7888	0	Central	0	0	0
@ Freeport, TX	-95.378367	28.974567	0	Central	0	0	0
@ Gainesville, GA	-83.817	34.2805	0	Central	0	0	0
@ Gallatin, TN	-86.422446	36.371944	0	Central	0	0	0
@ Geismar, LA	-91.019009	30.207473	0	Central	0	0	0
@ Great Falls, MT	-111.295123	47.522807	0	Central	0	0	0
@ Hamilton, MS	-88.4111	33.7403	0	Central	0	0	0
@ Hannibal, MO	-91.3583	39.7083	0	Central	0	0	0
@ Hartford, IL	-90.0956	38.8334	0	Central	0	0	0
@ Henderson, NV	-114.9905	36.0358	0	Central	0	0	0
@ Huntsville, AL	-86.6906	34.701	0	Central	0	0	0
@ Ingleside, TX	-97.211655	27.877805	0	Central	0	0	0
@ Institute, WV	-81.7654	38.3837	0	Central	0	0	0
@ Jacksonville, IL	-90.2478	39.7232	0	Central	0	0	0
@ Joliet, IL	-88.138345	41.478318	0	Central	0	0	0
@ Kalama, WA	-122.844628	46.008583	0	Central	0	0	0
@ Karns City, PA	-79.7258	40.9972	0	Central	0	0	0
@ Kingsport, TN	-82.5463	36.5229	0	Central	0	0	0
@ La Porte, TX	-95.051795	29.672791	0	Central	0	0	0
@ LaBarge, WY	-110.1946	42.2619	0	Central	0	0	0
@ Lake Charles, LA	-93.208462	30.216666	0	Central	0	0	0
@ Laurel, MT	-108.7724	45.674	0	Central	0	0	0
@ Lemont, IL	-88.024263	41.664921	0	Central	0	0	0
@ Lima, OH	-84.109645	40.743136	0	Central	0	0	0
@ Lincoln, NE	-96.685744	40.825377	0	Central	0	0	0
@ Linden, NJ	-74.219185	40.640032	0	Central	0	0	0
@ Longview, TX	-94.7539	32.5091	0	Central	0	0	0
@ Longview, WA	-122.994	46.1425	0	Central	0	0	0
@ Louisville, KY	-85.758456	38.252665	0	Central	0	0	0
@ Luling, LA	-90.361104	29.934167	0	Central	0	0	0
@ Mankato, MN	-93.99535	44.1651	0	Central	0	0	0
@ Mapleton, IL	-89.7152	40.5717	0	Central	0	0	0
@ Marcus Hook, PA	-75.4156	39.8182	0	Central	0	0	0
@ Martinez, CA	-122.226826	38.079713	0	Central	0	0	0
@ McIntosh, AL	-88.0279	31.265	0	Central	0	0	0
@ McPherson, KS	-97.668697	38.347141	0	Central	0	0	0
@ Memphis, TN	-89.959575	35.18765	0	Central	0	0	0
@ Middleton, OH	-84.397463	39.488846	0	Central	0	0	0
@ Midland, MI	-84.196565	43.584322	0	Central	0	0	0
@ Mobile, AL	-88.054896	30.721983	0	Central	0	0	0
@ Mont Belvieu, TX	-94.8813	29.8518	0	Central	0	0	0
@ Mont Belview, TX	-94.912352	29.855275	0	Central	0	0	0
@ Moses Lake, WA	-119.2873	47.1155	0	Central	0	0	0
@ Mount Vernon, IN	-87.8987	37.9361	0	Central	0	0	0
@ New Castle, DE	-75.5481	39.6904	0	Central	0	0	0
@ New Orleans, LA	-89.911533	30.039767	0	Central	0	0	0
@ Newell, WV	-80.6234	40.5975	0	Central	0	0	0
@ Niagara Falls, NY	-79.019767	43.087	0	Central	0	0	0
@ Norco, LA	-90.411554	30.001446	0	Central	0	0	0
@ Norcross, GA	-84.218664	33.925755	0	Central	0	0	0
@ Ontario, CA	-117.5415	34.0627	0	Central	0	0	0
@ Pasadena, TX	-95.1522	29.6608	0	Central	0	0	0
@ Pascagoula, MS	-88.52705	30.37775	0	Central	0	0	0
@ Paulsboro, NJ	-75.24	39.8399	0	Central	0	0	0
@ Pensacola, FL	-87.2607	30.5694	0	Central	0	0	0
@ Petrolia, PA	-79.721	41.0133	0	Central	0	0	0
@ Plaquemine, LA	-91.230233	30.281967	0	Central	0	0	0
@ Point Comfort, TX	-96.5573	28.6724	0	Central	0	0	0
@ Ponca City, OK	-97.0724	36.7124	0	Central	0	0	0
@ Port Arthur, TX	-92.771619	31.863238	0	Central	0	0	0
@ Port Edwards, WI	-89.8893	44.3153	0	Central	0	0	0
@ Princeton, LA	-94.39706	31.218486	0	Central	0	0	0
@ Proctor, WV	-80.823788	39.710263	0	Central	0	0	0
@ Raleigh, NC	-78.6585	35.8221	0	Central	0	0	0
@ Richmond, CA	-122.385817	37.929263	0	Central	0	0	0
@ Rockport, IN	-87.0509	37.8837	0	Central	0	0	0
@ Rodeo, CA	-122.256357	38.038639	0	Central	0	0	0
@ Rouseville, PA	-79.8231	41.407	0	Central	0	0	0
@ Sacramento, CA	-121.398	38.53	0	Central	0	0	0
@ Salina, KS	-97.6181	38.8158	0	Central	0	0	0
@ Salt Lake City, UT	-112.020392	40.722009	0	Central	0	0	0
@ Saraland, AL	-88.082036	30.797321	0	Central	0	0	0
@ Sauget, IL	-90.1684	38.5946	0	Central	0	0	0
@ Seymour, IN	-85.8864	38.9585	0	Central	0	0	0
@ Shreveport, LA	-93.7909	32.4708	0	Central	0	0	0
@ Sidney, OH	-84.1632	40.2889	0	Central	0	0	0
@ Silsbee, TX	-94.2289	30.3997	0	Central	0	0	0
@ Sioux City, IA	-96.3887	42.5084	0	Central	0	0	0
@ Smackover, AR	-92.731	33.3682	0	Central	0	0	0
@ St. Charles, LA	-90.556691	29.869813	0	Central	0	0	0
@ St. Gabriel, LA	-91.108386	30.24176	0	Central	0	0	0
@ St. Joseph, MO	-94.8214	39.7592	0	Central	0	0	0
@ St. Marys, PA	-78.56094	41.427374	0	Central	0	0	0
@ St. Paul Park, MN	-93.0032	44.8532	0	Central	0	0	0
@ St. Paul, MN	-93.1039	44.9477	0	Central	0	0	0
@ Stuttgart, AR	-91.551	34.4936	0	Central	0	0	0
@ Sweeney, TX	-95.6986	29.0389	0	Central	0	0	0
@ Taft, LA	-90.4481	29.9911	0	Central	0	0	0
@ Texas City, TX	-94.917427	29.380903	0	Central	0	0	0
@ Theodore, AL	-88.1237	30.5171	0	Central	0	0	0
@ Three Rivers, TX	-98.1782	28.4659	0	Central	0	0	0
@ Toledo, OH	-83.541766	41.647964	0	Central	0	0	0
@ Torrance, CA	-118.336	33.8581	0	Central	0	0	0
@ Tuscaloosa, AL	-87.6101	33.1976	0	Central	0	0	0
@ Valdosta, GA	-83.2782	30.8496	0	Central	0	0	0
@ Vicksburg, MS	-90.8709	32.3292	0	Central	0	0	0
@ Victoria, TX	-96.9452	28.6666	0	Central	0	0	0
@ Weirton, WV	-80.5639	40.401	0	Central	0	0	0
@ West Leechburg, PA	-79.6089	40.6284	0	Central	0	0	0
@ Westlake, LA	-93.2591	30.2513	0	Central	0	0	0
@ Whiting, IN	-87.481571	41.667779	0	Central	0	0	0
@ Wichita, KS	-97.37635	37.6466	0	Central	0	0	0
@ Wilmington, CA	-118.253533	33.783867	0	Central	0	0	0
@ Wood River, IL	-90.066	38.8411	0	Central	0	0	0
@ Wright, WY	-105.4986	43.7507	0	Central	0	0	0
@ Wynneywood, OK	-97.168001	34.636951	0	Central	0	0	0
@ Asbestos, QC, CA	-71.932297	45.776623	0	Central	0	0	0
@ Becancour, QC, CA	-72.433205	46.339343	0	Central	0	0	0
@ Burnaby, BC, CA	-122.972717	49.2445	0	Central	0	0	0
@ Come By Chance, NL, CA	-53.9844362	47.8459634	0	Central	0	0	0
@ Corunna, ON, CA	-82.4533014	42.8885911	0	Central	0	0	0
@ Dartmouth, NS, CA	-63.572388	44.6803682	0	Central	0	0	0
@ Edmonton, AB, CA	-113.507996	53.535411	0	Central	0	0	0
@ Fort McMurray, AB, CA	-111.3885221	56.7291997	0	Central	0	0	0
@ Fort Saskatchewan, AB, CA	-113.214111	53.712965	0	Central	0	0	0
@ Gibbons, AB, CA	-113.3226653	53.8274934	0	Central	0	0	0
@ Hamilton, ON, CA	-79.868202	43.255205	0	Central	0	0	0
@ Levis (Montreal), QC, CA	-73.5707348	45.5025055	0	Central	0	0	0
@ Lloydminster, SK, CA	-110.0054106	53.3886806	0	Central	0	0	0
@ Magog, QC, CA	-72.147903	45.265463	0	Central	0	0	0
@ Maitland, ON, CA	-75.6131973	44.6388449	0	Central	0	0	0
@ Mississauga, ON, CA	-83.0110297	46.1939009	0	Central	0	0	0
@ Montreal, QC, CA	-73.6103642	45.4972159	0	Central	0	0	0
@ Nanticoke, ON, CA	-76.004923	41.2053599	0	Central	0	0	0
@ Pointe-aux-Trembles, QC, CA	-73.4871606	45.6915887	0	Central	0	0	0
@ Prince George, BC, CA	-122.747498	53.917281	0	Central	0	0	0
@ Regina, SK, CA	-104.61731	50.44876	0	Central	0	0	0
@ Saint John, NB, CA	-66.058044	45.278752	0	Central	0	0	0
@ Sarnia, ON, CA	-82.380981	42.992595	0	Central	0	0	0
@ Scotford, AB, CA	-113.0826729	53.7621438	0	Central	0	0	0
@ Windsor, ON, CA	-83.029861	42.30423	0	Central	0	0	0
